"gene_short_name" "term" "q_value" "estimate"
"1" "Cox5a" "genotypeWT:cluster3" 0.0194015294732772 -0.292342284245762
"2" "Cdh4" "genotypeWT:cluster2" 0.000369571620586809 -0.257806873415514
"3" "Cdh4" "genotypeWT:cluster3" 5.88978362580221e-54 -0.730846448956922
"4" "Cdh4" "genotypeWT:cluster4" 7.74839486496133e-33 -0.562599744253149
"5" "Cdh4" "genotypeWT:cluster5" 1.89856513521154e-79 -1.0374782468659
"6" "Cdh4" "genotypeWT:cluster6" 5.77280045658472e-26 -0.663684885285189
"7" "Gabra2" "genotypeWT:cluster2" 0.000164999489822832 -0.424551846943646
"8" "Gabra2" "genotypeWT:cluster3" 1.86070918192233e-11 0.797557559635396
"9" "Gabra2" "genotypeWT:cluster4" 0.0139558413257639 0.513885495599194
"10" "Gabra2" "genotypeWT:cluster6" 5.91005535333804e-06 0.546481826958587
"11" "Sez6" "genotypeWT:cluster2" 4.34381111216469e-05 0.384599353372918
"12" "St7" "genotypeWT:cluster3" 1.06862592403531e-13 0.400086552747167
"13" "Kcnn3" "genotypeWT:cluster2" 9.64831149267369e-18 -0.663535657683625
"14" "Kcnn3" "genotypeWT:cluster3" 1.58424510568573e-50 -1.65567839380031
"15" "Kcnn3" "genotypeWT:cluster4" 7.49168400624255e-54 -1.03092362131187
"16" "Kcnn3" "genotypeWT:cluster5" 1.96505629550614e-23 -0.842852001995907
"17" "Kcnn3" "genotypeWT:cluster6" 3.96469426192168e-45 -1.27563980491342
"18" "Kcnn3" "genotypeWT:cluster7" 4.11689187054211e-13 -0.725175369427375
"19" "Bcl11a" "genotypeWT:cluster2" 7.16148414182357e-06 -0.15171405395152
"20" "Bcl11a" "genotypeWT:cluster7" 0.0114318076077167 -0.178728574289439
"21" "Ckb" "genotypeWT:cluster3" 1.64981999179943e-07 -0.331411608004111
"22" "Ltbp1" "genotypeWT:cluster2" 4.64147585131742e-07 -1.74891013936462
"23" "Celf2" "genotypeWT:cluster2" 8.43689535097577e-10 -0.0549846988297844
"24" "Celf2" "genotypeWT:cluster4" 1.7317420412969e-08 0.0786938701164273
"25" "Celf2" "genotypeWT:cluster5" 1.01089148262043e-23 0.0936105898642097
"26" "Ncan" "genotypeWT:cluster3" 3.95479232678855e-96 -0.522108017333985
"27" "Ncan" "genotypeWT:cluster4" 0.0296021260557571 -0.113362674213427
"28" "Tiam1" "genotypeWT:cluster3" 1.97544495633295e-07 0.491279715628728
"29" "Camk2b" "genotypeWT:cluster2" 1.04543164742276e-05 -0.574041085623572
"30" "Rps11" "genotypeWT:cluster3" 3.64808050080133e-09 -0.184844995366538
"31" "Rps11" "genotypeWT:cluster6" 0.0153262849051006 -0.139277586141071
"32" "Mast2" "genotypeWT:cluster3" 0.00585196708643653 0.190152262942539
"33" "Calr" "genotypeWT:cluster3" 9.39902563920746e-08 -0.515991992789768
"34" "Rpl8" "genotypeWT:cluster3" 1.73106049546838e-08 -0.132822548771008
"35" "Ssbp2" "genotypeWT:cluster3" 3.38006402933203e-61 0.529502693402043
"36" "Brinp2" "genotypeWT:cluster2" 0.046969682672531 -0.727261720093322
"37" "Brinp2" "genotypeWT:cluster4" 9.13903247309572e-08 -0.876040294279935
"38" "Brinp2" "genotypeWT:cluster5" 6.86892406714472e-07 -1.14364656426955
"39" "Cacna1e" "genotypeWT:cluster2" 0.00557989089774437 0.360070740159764
"40" "Cacna1e" "genotypeWT:cluster5" 4.29237599831826e-09 -0.742841715315334
"41" "Large1" "genotypeWT:cluster3" 0.00169523700920775 0.137507988994141
"42" "Large1" "genotypeWT:cluster4" 1.77738828923516e-05 0.153846633639953
"43" "Large1" "genotypeWT:cluster6" 8.41901507994369e-05 0.19447471146279
"44" "Rps5" "genotypeWT:cluster3" 6.68925883125929e-05 -0.105685118094395
"45" "Slc1a2" "genotypeWT:cluster3" 2.56014632492777e-11 -1.31291975171682
"46" "Prdx2" "genotypeWT:cluster3" 0.0328355694004177 -0.131863126665729
"47" "Prdx2" "genotypeWT:cluster6" 0.000306759425773119 -0.175741166313515
"48" "App" "genotypeWT:cluster3" 0.00733905131910086 -0.221699499510124
"49" "App" "genotypeWT:cluster6" 2.24984681361789e-07 -0.330720067008019
"50" "Slc1a3" "genotypeWT:cluster2" 0.000684965201762644 -0.560402311865287
"51" "Slc1a3" "genotypeWT:cluster3" 2.63548392000586e-11 -0.508266835360014
"52" "Slc1a3" "genotypeWT:cluster5" 0.00143652652581886 -0.484899788007899
"53" "Slc1a3" "genotypeWT:cluster6" 3.75918861985898e-08 -0.681862577811694
"54" "Igf1r" "genotypeWT:cluster4" 0.00477750049810551 -0.118068850097654
"55" "Mef2c" "genotypeWT:cluster2" 1.61136050020397e-92 -0.630070328497387
"56" "Kit" "genotypeWT:cluster2" 7.54662642432422e-13 1.10896973494197
"57" "Runx1t1" "genotypeWT:cluster2" 4.31434268776545e-07 -0.126260739650653
"58" "Tgfbr1" "genotypeWT:cluster5" 0.0132413816099663 0.686593784854781
"59" "Gabrb2" "genotypeWT:cluster2" 0.0177004905175354 -0.502705044159198
"60" "Rplp1" "genotypeWT:cluster3" 2.25030476991846e-05 -0.151248067322253
"61" "Elavl2" "genotypeWT:cluster3" 1.20431341605438e-06 0.233946447844561
"62" "Rps18" "genotypeWT:cluster3" 0.00972676300612376 -0.144880486709153
"63" "Dynll1" "genotypeWT:cluster3" 0.0277003486936872 -0.202986842695097
"64" "Syn2" "genotypeWT:cluster3" 5.91512050889968e-05 -0.57151595446123
"65" "Syn2" "genotypeWT:cluster6" 1.14043602825868e-14 -0.557773077032879
"66" "Syn2" "genotypeWT:cluster7" 6.62579925850508e-10 -0.644178152825882
"67" "Mcu" "genotypeWT:cluster3" 1.04743856371427e-05 -0.585024171555013
"68" "Hivep2" "genotypeWT:cluster2" 7.80598799548751e-14 -0.154849556563304
"69" "Hivep2" "genotypeWT:cluster4" 2.42247282567306e-14 -0.450460887982359
"70" "Hivep2" "genotypeWT:cluster5" 1.03053486735426e-11 -0.199929649924855
"71" "Hivep2" "genotypeWT:cluster6" 0.0175345738909535 -0.395305758732194
"72" "Plpp1" "genotypeWT:cluster4" 0.000715857853727721 -0.817550260529289
"73" "Tenm1" "genotypeWT:cluster2" 3.35104269275325e-13 -0.704117593681992
"74" "Tenm1" "genotypeWT:cluster5" 3.82716415037735e-09 -0.48553689240484
"75" "Mpped2" "genotypeWT:cluster2" 2.94063134727949e-08 -0.204849489103133
"76" "Mpped2" "genotypeWT:cluster3" 6.23170933433567e-08 0.174011906248583
"77" "Mpped2" "genotypeWT:cluster4" 6.46321094765568e-28 -0.383280766665762
"78" "H3f3b" "genotypeWT:cluster6" 0.000315306722913926 -0.0906602733653354
"79" "Rbfox3" "genotypeWT:cluster2" 5.13633627156569e-06 -0.327761343314979
"80" "Rbfox3" "genotypeWT:cluster4" 3.53445225326388e-10 -0.369188084662951
"81" "Rbfox3" "genotypeWT:cluster6" 1.82327259687727e-09 -0.346682644824839
"82" "Rhbdl3" "genotypeWT:cluster6" 0.0151599109307656 -0.63472005003055
"83" "Wwc1" "genotypeWT:cluster3" 0.00114224965108096 -0.73211870491642
"84" "Sema6a" "genotypeWT:cluster3" 2.41804719240561e-20 -0.71664736196483
"85" "Akt3" "genotypeWT:cluster2" 0.0130974267910324 -0.0721002748226765
"86" "Akt3" "genotypeWT:cluster4" 2.14951459549417e-11 -0.134626270907765
"87" "Akt3" "genotypeWT:cluster6" 1.12505841238299e-06 -0.125039907355589
"88" "Akt3" "genotypeWT:cluster7" 0.0213119511233987 -0.106104995342981
"89" "Fabp7" "genotypeWT:cluster3" 2.06060166695184e-14 -0.280662317135506
"90" "Fabp7" "genotypeWT:cluster6" 0.0259674156150838 -0.185660580754014
"91" "Mgat4c" "genotypeWT:cluster2" 8.14708151603447e-07 -0.489818977435977
"92" "Mgat4c" "genotypeWT:cluster5" 6.57647441651871e-05 -0.593466830850762
"93" "Mgat4c" "genotypeWT:cluster7" 0.00440901018072043 -0.296727452551076
"94" "Btbd11" "genotypeWT:cluster5" 0.0132426349644558 -1.03588942204517
"95" "Srgap1" "genotypeWT:cluster3" 9.51617945906699e-05 -0.321458951777398
"96" "Nsg2" "genotypeWT:cluster2" 0.00515747793310982 -0.170274279087005
"97" "Nsg2" "genotypeWT:cluster4" 0.0165660547758461 -0.171636141317772
"98" "Nsg2" "genotypeWT:cluster7" 0.000257505333084618 -0.302132215831647
"99" "Rack1" "genotypeWT:cluster3" 0.0199942992407025 -0.117006099977303
"100" "Rack1" "genotypeWT:cluster6" 0.0253598527481027 -0.131359697762581
"101" "Laptm4a" "genotypeWT:cluster3" 0.0472688126295111 -0.308240622244174
"102" "Nrcam" "genotypeWT:cluster2" 0.00250364591973588 -0.348109452736726
"103" "Nrcam" "genotypeWT:cluster3" 4.99203435931488e-07 0.218645565000828
"104" "Nrcam" "genotypeWT:cluster4" 0.0319054142889381 0.282569584231913
"105" "Map2k6" "genotypeWT:cluster6" 0.0272338461300148 -0.272591838636646
"106" "Klhl29" "genotypeWT:cluster2" 1.76403236178418e-34 -0.294138628974219
