"","gene_short_name","term","q_value","estimate","std_err","p_value"
"1","Cntn1","genotypeP2KO",5.402308674239e-37,-0.213902127528876,0.0159142805618123,3.93524816013913e-41
"2","Ccnd2","genotypeP2KO",3.78507872792648e-11,0.15124929241506,0.0191539323375561,2.9111511520739e-15
"3","Ncs1","genotypeP2KO",1.52357689724866e-24,-0.142049977597578,0.0127803161251371,1.12648938798422e-28
"4","Nalcn","genotypeP2KO",2.04973627256778e-17,-0.25762273185408,0.0270171197438493,1.53861002294534e-21
"5","Lhx2","genotypeP2KO",8.99451320293685e-52,0.205611145368969,0.0130396363173889,6.49048434329402e-56
"6","Cdh4","genotypeP2KO",5.25207033014004e-19,-0.139244929822155,0.0140515795987231,3.92384783723574e-23
"7","Raf1","genotypeP2KO",4.32850193623074e-18,0.107799932696254,0.0111179723556992,3.24208069525185e-22
"8","Sez6","genotypeP2KO",5.7658386100714e-67,0.207484838423607,0.0116230766811394,4.13618264711004e-71
"9","St7","genotypeP2KO",1.88830167201059e-18,-0.0958761154817203,0.00980271509900369,1.41255361460996e-22
"10","Bcl11a","genotypeP2KO",2.83289641722135e-76,0.150228222700938,0.00789990756118591,2.02755254596432e-80
"11","Necab3","genotypeP2KO",1.55771172452918e-20,0.298528349022804,0.0291076810389034,1.15970199860719e-24
"12","Epn2","genotypeP2KO",2.17635398742895e-13,-0.142590995642807,0.0167400203384577,1.65665980621828e-17
"13","Luzp1","genotypeP2KO",3.20560269271706e-22,0.137503682877214,0.0129408752505091,2.37892593151544e-26
"14","Ckb","genotypeP2KO",4.46004508458119e-42,0.1356955862102,0.00950006867033223,3.23402587526734e-46
"15","Rnd2","genotypeP2KO",1.98468737562159e-168,0.572653530958987,0.0203885695095787,1.40767953445038e-172
"16","Fxr1","genotypeP2KO",2.25426099276108e-15,0.144774731584872,0.0160262243773029,1.70351469263287e-19
"17","Ltbp1","genotypeP2KO",5.70381252556296e-21,0.244120309343396,0.0235799942573881,4.24201437272271e-25
"18","Celf2","genotypeP2KO",5.67723641382811e-149,-0.111892862201042,0.00423397016910308,4.03155547069174e-153
"19","Rmnd5a","genotypeP2KO",2.04283733712067e-13,0.154856581032004,0.018164298204418,1.55478905329224e-17
"20","Prkd1","genotypeP2KO",4.53882485165592e-18,0.173823017736951,0.017936266995149,3.39986880273852e-22
"21","Camk2b","genotypeP2KO",1.09246208026312e-70,-0.264905541742684,0.0144552755663015,7.83014679087671e-75
"22","Disp1","genotypeP2KO",1.4363753651339e-16,0.238467575786569,0.0255569106709418,1.08095677689186e-20
"23","Rps11","genotypeP2KO",5.13440922059461e-75,0.120457234048114,0.00638587946038378,3.67689001761287e-79
"24","Gars","genotypeP2KO",1.06100053287437e-16,-0.178021086789831,0.0190132546446222,7.97984756975306e-21
"25","Ddr1","genotypeP2KO",2.72574005678033e-26,0.189070192054499,0.0164849346160841,2.00909564146851e-30
"26","Man1a","genotypeP2KO",2.46045209336742e-40,-0.680845511673332,0.0486301319452629,1.7875996028534e-44
"27","Mast2","genotypeP2KO",3.34207446288689e-21,-0.0771045490429128,0.00741103856894677,2.48462899627306e-25
"28","Syce2","genotypeP2KO",7.03586216918079e-13,0.321136198914689,0.038319167374363,5.36760922275007e-17
"29","Dzip1","genotypeP2KO",4.70020666148609e-32,-0.308919388666579,0.0245782039181132,3.4408540713661e-36
"30","Rpl8","genotypeP2KO",5.93418803397094e-25,0.0604152620813092,0.00539477898161173,4.38335650315478e-29
"31","Grm3","genotypeP2KO",7.4453767424141e-132,-0.776866443297829,0.0312267922813485,5.29242020359262e-136
"32","Ssbp2","genotypeP2KO",1.3669544432731e-151,-0.273670357530858,0.0102665047908651,9.70434788636303e-156
"33","Cux1","genotypeP2KO",2.82978642629648e-92,-0.285771749236743,0.013692789052192,2.02012166354689e-96
"34","Cacna1e","genotypeP2KO",4.77222460808293e-27,0.148804378630833,0.0128064333540329,3.51338040792382e-31
"35","Sgce","genotypeP2KO",5.07881320593062e-18,-0.149971783791698,0.0154936056498437,3.80635030048012e-22
"36","Prcc","genotypeP2KO",0,-0.699582320225214,0.0169169277642886,0
"37","Chd5","genotypeP2KO",2.03059950376659e-40,-0.512593221268514,0.03657677839643,1.47519034054965e-44
"38","Slc1a2","genotypeP2KO",1.68375177332453e-14,-0.20373444737254,0.0231243863704795,1.27624632253811e-18
"39","Eif2ak4","genotypeP2KO",7.51733601771735e-12,0.143213960348902,0.0176887783549468,5.75864563943416e-16
"40","Prdx2","genotypeP2KO",7.75605208990191e-84,0.134993852923137,0.00677890922051685,5.54399720507642e-88
"41","Letm1","genotypeP2KO",2.2541978322018e-11,0.16497800589949,0.0207229200700585,1.73106883136369e-15
"42","Slc1a3","genotypeP2KO",2.39865348700736e-14,-0.156600158484736,0.0178553583759905,1.81950503451973e-18
"43","Mef2c","genotypeP2KO",7.17183215921999e-150,-0.294173387080644,0.0110982504300732,5.09218415167565e-154
"44","Pip5k1a","genotypeP2KO",5.2149698280973e-12,-0.119125115028672,0.0146330389759304,3.9921685892194e-16
"45","Kit","genotypeP2KO",2.40772871360625e-114,0.403404030907974,0.0173962782755876,1.71380789636718e-118
"46","Psmb4","genotypeP2KO",7.69295672885269e-21,0.151050583612753,0.0146308693939872,5.72350028186347e-25
"47","Ncoa2","genotypeP2KO",6.64919908654728e-102,-0.236623761553795,0.0107990206522804,4.73859684046984e-106
"48","Sptbn1","genotypeP2KO",1.26909681887564e-20,-0.100251720638057,0.00975607244361784,9.44619887514435e-25
"49","Cdk4","genotypeP2KO",3.07268314083804e-33,0.165701504929187,0.0129622811620608,2.24512870147453e-37
"50","Hcn1","genotypeP2KO",4.76093072565029e-67,-0.440866196533748,0.024681990180409,3.41505682924488e-71
"51","Eif1b","genotypeP2KO",4.15969203244849e-44,-0.163975195841634,0.0112259372179125,3.01295960629327e-48
"52","Syngr3","genotypeP2KO",9.39222965876387e-12,-0.205990498397661,0.025528404493232,7.19931753699515e-16
"53","Ddah2","genotypeP2KO",4.24552113741235e-33,0.149612937264422,0.011726881883073,3.10277069167021e-37
"54","Clic1","genotypeP2KO",1.71821372242736e-13,0.171342686474063,0.0200508470581254,1.30712340998658e-17
"55","Gabrb2","genotypeP2KO",4.15279685431355e-64,-0.320729603846873,0.0183504091954634,2.98097541763947e-68
"56","Zmiz1","genotypeP2KO",7.3432083253356e-33,0.144824668890126,0.0113898653790529,5.36901975969555e-37
"57","Hnrnpa0","genotypeP2KO",1.05723501016175e-137,0.263049474607178,0.0103490164083727,7.51197250363614e-142
"58","Crlf1","genotypeP2KO",4.83558580903536e-23,-0.867748043047441,0.0803392268630653,3.58218076082329e-27
"59","Rps18","genotypeP2KO",1.73273168883257e-26,0.0804706387102403,0.00699225816890728,1.27650780081963e-30
"60","Rpl30","genotypeP2KO",6.8796908505903e-60,0.256162308610108,0.0151464398867943,4.9479939949585e-64
"61","Dynll1","genotypeP2KO",1.02789400017544e-38,0.114873929600266,0.00836553060632239,7.47994469637201e-43
"62","Sptbn4","genotypeP2KO",1.06085731335685e-24,-0.269638093959297,0.0241890441940494,7.83961951933823e-29
"63","Kif11","genotypeP2KO",1.81550186165677e-11,0.235235343409106,0.0294487694748729,1.39353842620262e-15
"64","Ndufa2","genotypeP2KO",1.01772078921027e-16,0.141141785300211,0.0150672955289309,7.65261139341508e-21
"65","Cox6c","genotypeP2KO",5.15133489185751e-12,0.0938017357067878,0.0115202583921714,3.94315285659638e-16
"66","Hivep2","genotypeP2KO",1.9538513376823e-24,-0.0912426418768562,0.00822563910019457,1.44483571521282e-28
"67","Arnt","genotypeP2KO",8.62363830168638e-17,-0.171195752821617,0.018241544656204,6.48345109517057e-21
"68","Rxrg","genotypeP2KO",1.23552237427979e-14,-1.40191580203067,0.158495689171712,9.35718247712659e-19
"69","Adamtsl4","genotypeP2KO",2.98130585917919e-179,1.18248665056952,0.04081755047424,2.11350195603232e-183
"70","Lcorl","genotypeP2KO",2.40137207733131e-27,0.139436816503565,0.0119399286890315,1.76701403777138e-31
"71","Celsr1","genotypeP2KO",4.80084456837433e-26,0.211826801379357,0.0185486491059287,3.5394017755635e-30
"72","Atp5e","genotypeP2KO",3.69085802435958e-12,0.100964260035639,0.0123387316237554,2.82326782250408e-16
"73","Slc25a5","genotypeP2KO",3.7311476944146e-11,0.127597575776629,0.0161549994742685,2.86901014564752e-15
"74","Mpped2","genotypeP2KO",2.54941400169752e-103,0.231757682563326,0.0105054595446072,1.81659826257483e-107
"75","Brca1","genotypeP2KO",9.40492544873501e-14,0.340748584601968,0.0395535219628195,7.15040329106288e-18
"76","Rpl19","genotypeP2KO",9.34395784697115e-59,-0.189750160505324,0.0113234422147416,6.722755483827e-63
"77","Rbfox3","genotypeP2KO",1.97546521761991e-22,0.117582819203042,0.0110192146222833,1.46558737118474e-26
"78","Suz12","genotypeP2KO",5.23304204399854e-29,0.163494656262171,0.0136245613624904,3.84132866769327e-33
"79","Rhbdl3","genotypeP2KO",9.18628908754757e-40,0.315826824958409,0.0227111181261936,6.67559704058395e-44
"80","Etv4","genotypeP2KO",1.86831019353782e-14,-0.696683211374043,0.079180467028766,1.41635220494111e-18
"81","Rac3","genotypeP2KO",3.03281321435333e-64,-0.359888190693822,0.0205696575666756,2.1765560602507e-68
"82","Pmp22","genotypeP2KO",4.86677394961946e-13,-0.59536107438569,0.0706746498295952,3.70999691234903e-17
"83","Psmb6","genotypeP2KO",4.62646513730672e-18,0.126981460568202,0.01310548506775,3.46577656551556e-22
"84","Kansl1","genotypeP2KO",1.23392751998654e-11,0.0434759712124613,0.00541043882417352,9.46408590264257e-16
"85","Gabarap","genotypeP2KO",8.79722631428747e-27,0.119003500605141,0.0102881911438789,6.47855240760547e-31
"86","Dusp14","genotypeP2KO",1.4572702831992e-19,0.468305899030681,0.04665722574611,1.0874339849259e-23
"87","Wwc1","genotypeP2KO",2.85432435743096e-12,0.104292106860216,0.0126972930827791,2.18187154672906e-16
"88","Sart3","genotypeP2KO",8.54907856919615e-251,0.326304332191714,0.00952607503621726,6.04901901167208e-255
"89","Hnrnpd","genotypeP2KO",1.38813376460385e-14,0.112894235347548,0.0127822804598763,1.05145717664282e-18
"90","Scrn1","genotypeP2KO",0,-1.06087216829642,0.0252686858312883,0
"91","Mdh2","genotypeP2KO",2.78768428886781e-12,0.13085214616155,0.0159253714247341,2.1306055402536e-16
"92","Lhx9","genotypeP2KO",1.26756207164794e-19,0.447345142111539,0.0445078047271132,9.45800680232754e-24
"93","Ubb","genotypeP2KO",2.4248512627448e-53,0.16524203598434,0.0103304234910211,1.74902716585747e-57
"94","Akt3","genotypeP2KO",5.91731165909613e-50,0.0788582689247881,0.00508748201831886,4.27366146114122e-54
"95","Aig1","genotypeP2KO",1.43944683227868e-33,0.149606598233946,0.011649452955095,1.05122824237105e-37
"96","Arfgef3","genotypeP2KO",3.78434632628512e-94,-0.427317343559535,0.0202742584149681,2.70059682172634e-98
"97","Abracl","genotypeP2KO",1.00994558890357e-61,0.24849166152018,0.0144805023284047,7.25692023355297e-66
"98","Fabp7","genotypeP2KO",9.01820811346655e-154,-0.211806400675719,0.00788966550453723,6.40134022818466e-158
"99","Lin7a","genotypeP2KO",3.18160160803542e-11,-0.244690656933543,0.0309021538779184,2.44550469487734e-15
"100","Zwint","genotypeP2KO",4.01161457357665e-55,0.258267041838661,0.0158932075765614,2.8904204723515e-59
"101","Arid5b","genotypeP2KO",1.63955427528195e-179,-0.818964203144383,0.0282489881021881,1.16222745819944e-183
"102","Atp2b1","genotypeP2KO",2.24427550791411e-32,-0.139021128428678,0.0110095548971983,1.64235309763199e-36
"103","Kitl","genotypeP2KO",1.37209322795048e-68,-0.415374571206378,0.023000097595145,9.8379094281959e-73
"104","Sgk1","genotypeP2KO",3.37104482759708e-67,-0.455590401591915,0.0254787233512628,2.41790620255134e-71
"105","Med23","genotypeP2KO",7.22371667903383e-37,-0.250024297448459,0.0186316910432478,5.26318155120862e-41
